Name,Symbol
HighCape Capital Acquisition Corp. Class A Common Stock,CAPA
HighCape Capital Acquisition Corp. Unit,CAPAU
HighCape Capital Acquisition Corp. Warrant,CAPAW
CrossAmerica Partners LP Common Units representing limited partner interests,CAPL
Capricor Therapeutics Inc. Common Stock,CAPR
Avis Budget Group Inc. Common Stock,CAR
Cara Therapeutics Inc. Common Stock,CARA
Carter Bankshares Inc. Common Stock,CARE
CarGurus Inc. Class A Common Stock ,CARG
Carrier Global Corporation Common Stock ,CARR
Cars.com Inc. Common Stock ,CARS
Carver Bancorp Inc. Common Stock,CARV
Cascade Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one Redeemable Warrant,CAS.U
Casa Systems Inc. Common Stock,CASA
Meta Financial Group Inc. Common Stock,CASH
CASI Pharmaceuticals Inc. Common Stock,CASI
Cass Information Systems Inc Common Stock,CASS
Casey's General Stores Inc. Common Stock,CASY
Caterpillar Inc. Common Stock,CAT
Catabasis Pharmaceuticals Inc. Common Stock,CATB
Cambridge Bancorp Common Stock,CATC
Cardtronics plc Class A Ordinary Shares (UK),CATM
Cato Corporation (The) Class A Common Stock,CATO
Cathay General Bancorp Common Stock,CATY
Chubb Limited  Common Stock,CB
CBRE Acquisition Holdings Inc.,CBAH.U
Colony Bankcorp Inc. Common Stock,CBAN
CBAK Energy Technology Inc. Common Stock,CBAT
CymaBay Therapeutics Inc. Common Stock,CBAY
Cincinnati Bell Inc. Common Stock,CBB
Cincinnati Bell Inc,CBB.PRB
Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share,CBD
CB Financial Services Inc. Common Stock,CBFV
AllianzGI Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest,CBH
Catalyst Biosciences Inc. Common Stock,CBIO
Cleveland BioLabs Inc. Common Stock,CBLI
CBM Bancorp Inc. Common Stock,CBMB
Cellular Biomedicine Group Inc. Common Stock,CBMG
Capital Bancorp Inc. Common Stock,CBNK
Cboe Global Markets Inc. Common Stock,CBOE
China Biologic Products Holdings Inc. Ordinary Shares,CBPO
CBRE Group Inc Common Stock Class A,CBRE
Cracker Barrel Old Country Store Inc Common Stock,CBRL
Commerce Bancshares Inc. Common Stock,CBSH
Cabot Corporation Common Stock,CBT
CBTX Inc. Common Stock,CBTX
Community Bank System Inc. Common Stock,CBU
CBIZ Inc. Common Stock,CBZ
Chemours Company (The) Common Stock,CC
CITIC Capital Acquisition Corp. Class A Ordinary Shares,CCAC
CITIC Capital Acquisition Corp. Units,CCAC.U
CITIC Capital Acquisition Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share,CCAC.WS
Crescent Capital BDC Inc. Common stock,CCAP
Coastal Financial Corporation Common Stock,CCB
Capital City Bank Group Common Stock,CCBG
Clarivate Plc Ordinary Shares,CCC
C4 Therapeutics Inc. Common Stock,CCCC
Calamos Dynamic Convertible & Income Fund Common Stock,CCD
Coca-Cola European Partners plc Ordinary Shares,CCEP
Chase Corporation Common Stock,CCF
Crown Castle International Corp. (REIT) Common Stock,CCI
Churchill Capital Corp IV Class A Common Stock,CCIV
Churchill Capital Corp IV Units each consisting of one share of Class A common stock and one-fifth of one redeemable warrant,CCIV.U
Churchill Capital Corp IV Warrants each exercisable for one share of Class A common stock at an exercise price of $11.50 per share,CCIV.WS
Cameco Corporation Common Stock,CCJ
Crown Holdings Inc.,CCK
Carnival Corporation Common Stock,CCL
CSI Compressco LP Common Units,CCLP
Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares),CCM
CMC Materials Inc. Common Stock,CCMP
Code Chain New Continent Limited Common Stock,CCNC
CNB Financial Corporation Common Stock,CCNE
CNB Financial Corporation Depositary Shares each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,CCNEP
Clear Channel Outdoor Holdings Inc. Common Stock,CCO
Cogent Communications Holdings Inc.,CCOI
CONSOL Coal Resources LP Common Units representing limited partner interests,CCR
China Customer Relations Centers Inc. Ordinary Shares,CCRC
Cross Country Healthcare Inc. Common Stock $0.0001 Par Value,CCRN
Century Communities Inc. Common Stock,CCS
Compania Cervecerias Unidas S.A. Common Stock,CCU
Churchill Capital Corp II Class A Common Stock,CCX
Churchill Capital Corp II Units each consisting of one share of Class A common stock $0.0001 par value and one-third of one redeemable warrant,CCX.U
Churchill Capital Corp II Warrants each exercisable for one share of Class A common stock at an exercise price of $11.50 per share,CCX.WS
ChemoCentryx Inc. Common Stock,CCXI
Comcast Holdings ZONES,CCZ
Chindata Group Holdings Limited American Depositary Shares,CD
Codiak BioSciences Inc. Common Stock,CDAK
Ceridian HCM Holding Inc. Common Stock,CDAY
Coeur Mining Inc. Common Stock,CDE
Centennial Resource Development Inc. Class A Common Stock,CDEV
CDK Global Inc. Common Stock,CDK
Cardlytics Inc. Common Stock,CDLX
Avid Bioservices Inc. Common Stock,CDMO
Avid Bioservices Inc. 10.50% Series E Convertible Preferred Stock,CDMOP
CareDx Inc. Common Stock,CDNA
Cadence Design Systems Inc. Common Stock,CDNS
Condor Hospitality Trust Inc. Common Stock,CDOR
Cedar Realty Trust Inc. Common Stock,CDR
Cedar Realty Trust Inc.,CDR.PRB
Cedar Realty Trust Inc.,CDR.PRC
Cidara Therapeutics Inc. Common Stock,CDTX
CDW Corporation Common Stock,CDW
ChromaDex Corporation Common Stock,CDXC
Codexis Inc. Common Stock,CDXS
CADIZ Inc. Common Stock,CDZI
Celanese Corporation Celanese Corporation Common Stock,CE
China Eastern Airlines Corporation Ltd. Common Stock,CEA
CECO Environmental Corp. Common Stock,CECE
The Central and Eastern Europe Fund Inc. (The) Common Stock,CEE
Camber Energy Inc. Common Stock,CEI
CONSOL Energy Inc. Common Stock ,CEIX
Cellcom Israel Ltd. Ordinary Shares,CEL
Celcuity Inc. Common Stock,CELC
Celgene Corporation,CELG.RT
Celsius Holdings Inc. Common Stock,CELH
Cypress Environmental Partners L.P. Common Units representing limited partner interests,CELP
ClearBridge MLP and Midstream Fund Inc. Common Stock,CEM
Chembio Diagnostics Inc. Common Stock,CEMI
Center Coast Brookfield MLP & Energy Infrastructure Fund,CEN
Central Garden & Pet Company Common Stock,CENT
Central Garden & Pet Company Class A Common Stock Nonvoting,CENTA
Century Aluminum Company Common Stock,CENX
CNOOC Limited Common Stock,CEO
Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),CEPU
Crestwood Equity Partners LP,CEQP
Crestwood Equity Partners LP,CEQP.PR
Cerecor Inc. Common Stock,CERC
Cerevel Therapeutics Holdings Inc. Common Stock,CERE
Cerevel Therapeutics Holdings Inc. Warrant,CEREW
Cerner Corporation Common Stock,CERN
Cerus Corporation Common Stock,CERS
Certara Inc. Common Stock,CERT
Central Securities Corporation Common Stock,CET
Cemtrex Inc. Common Stock,CETX
Cemtrex Inc. Series 1 Preferred Stock,CETXP
Cemtrex Inc. Series 1 Warrant,CETXW
Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,CEV
CEVA Inc. Common Stock,CEVA
CF Industries Holdings Inc. Common Stock,CF
CF Finance Acquisition Corp. III Unit,CFACU
CrossFirst Bankshares Inc. Common Stock,CFB
Community First Bancshares Inc. Common Stock,CFBI
CF Bankshares Inc. Common Stock,CFBK
ClearBridge Focus Value ETF,CFCV
C&F Financial Corporation Common Stock,CFFI
Capitol Federal Financial Inc. Common Stock,CFFN
Citizens Financial Group Inc. Common Stock,CFG
Citizens Financial Group Inc.,CFG.PRD
Citizens Financial Group Inc.,CFG.PRE
CF Finance Acquisition Corp. II Class A Common Stock,CFII
CF Finance Acquisition Corp. II Unit,CFIIU
CF Finance Acquisition Corp. II Warrant,CFIIW
Conformis Inc. Common Stock,CFMS
Cullen/Frost Bankers Inc. Common Stock,CFR
Cullen/Frost Bankers Inc.,CFR.PRB
ContraFect Corporation Common Stock,CFRX
Colfax Corporation Common Stock,CFX
Colfax Corporation 5.75% Tangible Equity Units,CFXA
The Carlyle Group Inc. Common Stock,CG
China Green Agriculture Inc. Common Stock,CGA
TCG BDC Inc. Common Stock,CGBD
Canopy Growth Corporation Common Shares,CGC
Compugen Ltd. Ordinary Shares,CGEN
Cancer Genetics Inc. Common Stock,CGIX
Cognex Corporation Common Stock,CGNX
Calamos Global Total Return Fund Common Stock,CGO
Collective Growth Corporation Class A Common Stock,CGRO
Collective Growth Corporation Unit,CGROU
Collective Growth Corporation Warrant,CGROW
China Telecom Corp Ltd ADS,CHA
Chardan Healthcare Acquisition 2 Corp. Common Stock,CHAQ
Chardan Healthcare Acquisition 2 Corp. Units each consisting of one share of Common Stock and one Warrant entitling the holder to purchase one-half of a share of Common Stock,CHAQ.U
Chardan Healthcare Acquisition 2 Corp. Warrants entitling the holder thereof to purchase one-half (1/2) of a share of common stock at a price of $11.50 per whole share,CHAQ.WS
Comstock Holding Companies Inc. Class A Common Stock,CHCI
City Holding Company Common Stock,CHCO
Community Healthcare Trust Incorporated Common Stock,CHCT
Church & Dwight Company Inc. Common Stock,CHD
Churchill Downs Incorporated Common Stock,CHDN
Chemed Corp,CHE
The Chefs' Warehouse Inc. Common Stock,CHEF
Check-Cap Ltd. Ordinary Share,CHEK
Check-Cap Ltd. Series C Warrant,CHEKZ
CHF Solutions Inc. Common Stock,CHFS
Consonance-HFW Acquisition Corp. Units each consisting of one Class A Ordinary Share and one-third of one Warrant to acquire one Class A Ordinary Share,CHFW.U
Chegg Inc. Common Stock,CHGG
Choice Hotels International Inc. Common Stock,CHH
Calamos Convertible Opportunities and Income Fund Common Stock,CHI
Check Point Software Technologies Ltd. Ordinary Shares,CHKP
China Mobile Limited Common Stock,CHL
Chiasma Inc. Common Stock,CHMA
Chemung Financial Corp Common Stock,CHMG
Cherry Hill Mortgage Investment Corporation Common Stock,CHMI
Cherry Hill Mortgage Investment Corporation,CHMI.PRA
Cherry Hill Mortgage Investment Corporation,CHMI.PRB
China Fund Inc. (The) Common Stock,CHN
Change Healthcare Inc. Common Stock,CHNG
Change Healthcare Inc. Tangible Equity Units,CHNGU
China Natural Resources Inc. Common Stock,CHNR
CHP Merger Corp. Class A Common Stock,CHPM
CHP Merger Corp. Unit,CHPMU
CHP Merger Corp. Warrant,CHPMW
Charah Solutions Inc. Common Stock,CHRA
Coherus BioSciences Inc. Common Stock,CHRS
C.H. Robinson Worldwide Inc. Common Stock,CHRW
Chico's FAS Inc. Common Stock,CHS
CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,CHSCL
CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,CHSCM
CHS Inc Preferred Class B Series 2 Reset Rate,CHSCN
CHS Inc. Class B Cumulative Redeemable Preferred Stock,CHSCO
CHS Inc. 8%  Cumulative Redeemable Preferred Stock,CHSCP
Chunghwa Telecom Co. Ltd.,CHT
Charter Communications Inc. Class A Common Stock New,CHTR
China Unicom (Hong Kong) Ltd Common Stock,CHU
Chuy's Holdings Inc. Common Stock,CHUY
Calamos Global Dynamic Income Fund Common Stock,CHW
Chewy Inc. Class A Common Stock,CHWY
ChampionX Corporation Common Stock ,CHX
Calamos Convertible and High Income Fund Common Stock,CHY
Cigna Corporation Common Stock,CI
Citizens Inc. Class A Common Stock ($1.00 Par),CIA
BanColombia S.A. Common Stock,CIB
Cinedigm Corp. Class A Common Stock,CIDM
Ciena Corporation Common Stock,CIEN
MFS Intermediate High Income Fund Common Stock,CIF
Comp En De Mn Cemig ADS American Depositary Shares,CIG
Comp En De Mn Cemig ADS American Depositary Receipts,CIG.C
Colliers International Group Inc. Subordinate Voting Shares,CIGI
China Index Holdings Limited American Depository Shares,CIH
Blackrock Capital and Income Fund Inc.,CII
CIIG Merger Corp. Class A Common Stock,CIIC
CIIG Merger Corp. Units,CIICU
CIIG Merger Corp. Warrants,CIICW
Credit Suisse Asset Management Income Fund Inc. Common Stock,CIK
Chimera Investment Corporation Common Stock,CIM
Chimera Investment Corporation,CIM.PRA
Chimera Investment Corporation,CIM.PRB
Chimera Investment Corporation,CIM.PRC
Chimera Investment Corporation,CIM.PRD
Cincinnati Financial Corporation Common Stock,CINF
Ciner Resources LP Common Units representing Limited Partner Interests,CINR
City Office REIT Inc. Common Stock,CIO
City Office REIT Inc.,CIO.PRA
CIRCOR International Inc. Common Stock,CIR
CIT Group Inc (DEL) Common Stock,CIT
CIT Group Inc (DEL),CIT.PRB
Civista Bancshares Inc. Common Stock,CIVB
CompX International Inc. Common Stock,CIX
CI Financial Corp. Common Shares,CIXX
Citizens Holding Company Common Stock,CIZN
China Jo-Jo Drugstores Inc. Common Stock,CJJD
SEACOR Holdings Inc. Common Stock,CKH
Checkpoint Therapeutics Inc. Common Stock,CKPT
CKX Lands Inc. Common Stock,CKX
Colgate-Palmolive Company Common Stock,CL
Colonnade Acquisition Corp. Class A Ordinary Shares,CLA
Colonnade Acquisition Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant,CLA.U
Colonnade Acquisition Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share,CLA.WS
Clarus Corporation Common Stock,CLAR
Core Laboratories N.V. Common Stock,CLB
Columbia Financial Inc. Common Stock,CLBK
Caladrius Biosciences Inc. Common Stock,CLBS
Collectors Universe Inc.,CLCT
Cortland Bancorp Common Stock,CLDB
Cloudera Inc. Common Stock,CLDR
Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,CLDT
Celldex Therapeutics Inc.,CLDX
China Liberal Education Holdings Limited Ordinary Shares,CLEU
Cleveland-Cliffs Inc. Common Stock,CLF
Clearfield Inc. Common Stock,CLFD
CollPlant Biotechnologies Ltd American Depositary Shares,CLGN
CoreLogic Inc. Common Stock,CLGX
Clean Harbors Inc. Common Stock,CLH
Mack-Cali Realty Corporation Common Stock,CLI
Climate Change Crisis Real Impact I Acquisition Corporation Class A Common Stock,CLII
Climate Change Crisis Real Impact I Acquisition Corporation Units each consisting of one share of Class A Common Stock and one-half of one Warrant,CLII.U
Climate Change Crisis Real Impact I Acquisition Corporation Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50,CLII.WS
ClearSign Technologies Corporation Common Stock,CLIR
Cellectis S.A. American Depositary Shares,CLLS
Cornerstone Strategic Value Fund Inc. New Common Stock,CLM
Calumet Specialty Products Partners L.P. Common Units,CLMT
Colony Credit Real Estate Inc. Class A Common Stock,CLNC
Clean Energy Fuels Corp. Common Stock,CLNE
Colony Capital Inc.,CLNY
Colony Capital Inc.,CLNY.PRG
Colony Capital Inc.,CLNY.PRH
Colony Capital Inc.,CLNY.PRI
Colony Capital Inc.,CLNY.PRJ
Clipper Realty Inc. Common Stock,CLPR
CLPS Incorporation Common Stock,CLPS
ClearPoint Neuro Inc. Common Stock,CLPT
Continental Resources Inc. Common Stock,CLR
Cellectar Biosciences Inc.  Common Stock,CLRB
Cellectar Biosciences Inc. Series A Warrants,CLRBZ
ClearOne Inc. (DE) Common Stock,CLRO
Celestica Inc. Common Stock,CLS
Clearside Biomedical Inc. Common Stock,CLSD
CleanSpark Inc. Common Stock,CLSK
Celsion Corporation Common Stock,CLSN
Clovis Oncology Inc. Common Stock,CLVS
Clearwater Paper Corporation Common Stock,CLW
Euro Tech Holdings Company Limited Common Stock,CLWT
Clorox Company (The) Common Stock,CLX
Calyxt Inc. Common Stock,CLXT
Canadian Imperial Bank of Commerce Common Stock,CM
Comerica Incorporated Common Stock,CMA
Cambium Networks Corporation Ordinary Shares,CMBM
Commercial Metals Company Common Stock,CMC
Caledonia Mining Corporation Plc Common Shares,CMCL
Cheetah Mobile Inc. American Depositary Shares each representing 10 Class Ordinary Shares,CMCM
Columbus McKinnon Corporation Common Stock,CMCO
Comcast Corporation Class A Common Stock,CMCSA
CIM Commercial Trust Corporation Common stock,CMCT
CIM Commercial Trust Corporation Series L Preferred Stock,CMCTP
Cantel Medical Corp. Common Stock,CMD
CME Group Inc. Class A Common Stock,CME
CM Finance Inc 6.125% Notes due 2023,CMFNL
Chipotle Mexican Grill Inc. Common Stock,CMG
Cummins Inc. Common Stock,CMI
CM Life Sciences Inc. Class A Common Stock,CMLF
CM Life Sciences Inc. Unit,CMLFU
CM Life Sciences Inc. Warrant,CMLFW
Cumulus Media Inc. Class A Common Stock,CMLS
Capstead Mortgage Corporation Common Stock,CMO
Capstead Mortgage Corporation,CMO.PRE
Compass Minerals Intl Inc Common Stock,CMP
Checkmate Pharmaceuticals Inc. Common Stock,CMPI
Cimpress plc Ordinary Shares (Ireland),CMPR
COMPASS Pathways Plc American Depository Shares,CMPS
Compass Therapeutics Inc.,CMPX
Costamare Inc. Common Stock $0.0001 par value,CMRE
Costamare Inc.,CMRE.PRB
Costamare Inc.,CMRE.PRC
Costamare Inc.,CMRE.PRD
Costamare Inc.,CMRE.PRE
Chimerix Inc. Common Stock,CMRX
CMS Energy Corporation Common Stock,CMS
CMS Energy Corporation,CMS.PRB
CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,CMSA
CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,CMSC
CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,CMSD
Core Molding Technologies Inc Common Stock,CMT
Comtech Telecommunications Corp. Common Stock,CMTL
MFS Municipal Income Trust Common Stock,CMU
CNA Financial Corporation Common Stock,CNA
Century Bancorp Inc. Class A Common Stock,CNBKA
Centene Corporation Common Stock,CNC
Concert Pharmaceuticals Inc. Common Stock,CNCE
Concord Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one Warrant,CND.U
Conduent Incorporated Common Stock ,CNDT
ZW Data Action Technologies Inc. Common Stock,CNET
CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares,CNF
Conifer Holdings Inc. Common Stock,CNFR
Conifer Holdings Inc. 6.75% Senior Unsecured Notes due 2023,CNFRL
CNH Industrial N.V. Common Shares,CNHI
Canadian National Railway Company Common Stock,CNI
Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,CNK
CONMED Corporation Common Stock,CNMD
Cincinnati Bancorp Inc. Common Stock,CNNB
Cannae Holdings Inc. Common Stock,CNNE
CNO Financial Group Inc. Common Stock,CNO
CNO Financial Group Inc.,CNO.PRA
ConnectOne Bancorp Inc. Common Stock,CNOB
CenterPoint Energy Inc (Holding Co) Common Stock,CNP
CenterPoint Energy Inc.,CNP.PRB
Canadian Natural Resources Limited Common Stock,CNQ
Cornerstone Building Brands Inc. Common Stock,CNR
Cohen & Steers Inc Common Stock,CNS
Consolidated Communications Holdings Inc. Common Stock,CNSL
CNS Pharmaceuticals Inc. Common Stock,CNSP
Constellation Pharmaceuticals Inc. Common Stock,CNST
Centogene N.V. Common Shares,CNTG
Centrexion Therapeutics Corporation,CNTX
Century Casinos Inc. Common Stock,CNTY
CNX Resources Corporation Common Stock,CNX
Concentrix Corporation Common Stock,CNXC
PC Connection Inc. Common Stock,CNXN
Global Cord Blood Corporation Common Stock,CO
Cocrystal Pharma Inc. Common Stock,COCP
Coda Octopus Group Inc. Common stock,CODA
D/B/A Compass Diversified Holdings Shares of Beneficial Interest,CODI
Compass Diversified ,CODI.PRA
Compass Diversified ,CODI.PRB
Compass Diversified ,CODI.PRC
Co-Diagnostics Inc. Common Stock,CODX
China Online Education Group American depositary shares each representing 15 Class A ordinary shares,COE
Capital One Financial Corporation Common Stock,COF
Capital One Financial Corporation,COF.PRG
Capital One Financial Corporation,COF.PRH
Capital One Financial Corporation,COF.PRI
Capital One Financial Corporation,COF.PRJ
Capital One Financial Corporation,COF.PRK
ChoiceOne Financial Services Inc. Common Stock,COFS
Cabot Oil & Gas Corporation Common Stock,COG
Cogent Biosciences Inc. Common Stock,COGT
Cohen & Company Inc.,COHN
Coherent Inc. Common Stock,COHR
Cohu Inc. Common Stock,COHU
Coca-Cola Consolidated Inc. Common Stock,COKE
Columbia Banking System Inc. Common Stock,COLB
Americold Realty Trust Common Shares,COLD
Collegium Pharmaceutical Inc. Common Stock,COLL
Columbia Sportswear Company Common Stock,COLM
CommScope Holding Company Inc. Common Stock,COMM
CyrusOne Inc Common Stock,CONE
Conn's Inc. Common Stock,CONN
CONX Corp. Unit,CONXU
The Cooper Companies Inc. Common Stock,COO
Mr. Cooper Group Inc. Common Stock,COOP
ConocoPhillips Common Stock,COP
CoreSite Realty Corporation Common Stock,COR
Core Mark Holding Co Inc Common Stock,CORE
CorEnergy Infrastructure Trust Inc. Common Stock,CORR
CorEnergy Infrastructure Trust Inc.,CORR.PRA
Corcept Therapeutics Incorporated Common Stock,CORT
Costco Wholesale Corporation Common Stock,COST
Coty Inc. Class A Common Stock,COTY
Coupa Software Incorporated Common Stock,COUP
Cowen Inc. Class A Common Stock,COWN
Cowen Inc. 7.75% Senior Notes due 2033,COWNL
Cowen Inc. 7.35% Senior Notes Due 2027,COWNZ
Canadian Pacific Railway Limited Common Stock,CP
Copa Holdings S.A. Copa Holdings S.A. Class A Common Stock,CPA
Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),CPAC
CounterPath Corporation Common Stock,CPAH
Campbell Soup Company Common Stock,CPB
Callon Petroleum Company Common Stock,CPE
Central Pacific Financial Corp New,CPF
Crescent Point Energy Corporation Ordinary Shares (Canada),CPG
Canterbury Park Holding Corporation 'New' Common Stock,CPHC
China Pharma Holdings Inc. Common Stock,CPHI
Cumberland Pharmaceuticals Inc. Common Stock,CPIX
Chesapeake Utilities Corporation Common Stock,CPK
CorePoint Lodging Inc. Common Stock ,CPLG
Capital Product Partners L.P. Common Units,CPLP
Capri Holdings Limited Ordinary Shares,CPRI
Copart Inc. (DE) Common Stock,CPRT
Catalyst Pharmaceuticals Inc. Common Stock,CPRX
Cooper-Standard Holdings Inc. Common Stock,CPS
CPS Technologies Corp. Common Stock,CPSH
Computer Programs and Systems Inc. Common Stock,CPSI
Capstar Special Purpose Acquisition Corp. Class A Common Stock,CPSR
Capstar Special Purpose Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one Warrant,CPSR.U
Capstar Special Purpose Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50,CPSR.WS
Consumer Portfolio Services Inc. Common Stock,CPSS
Capstone Turbine Corporation Common Stock,CPST
Camden Property Trust Common Stock,CPT
Capitala Finance Corp. Common Stock,CPTA
Capitala Finance Corp. 5.75% Convertible Notes Due 2022,CPTAG
Capitala Finance Corp. 6% Notes Due 2022,CPTAL
ConversionPoint Holdings Inc.,CPTI
Calamos Long/Short Equity & Dynamic Income Trust Common Stock,CPZ
Cheniere Energy Partners LP Cheniere Energy Partners LP Common Units,CQP
Crane Co. Common Stock,CR
CRA International Inc. Common Stock,CRAI
Corbus Pharmaceuticals Holdings Inc. Common Stock,CRBP
California Resources Corporation Common Stock,CRC
Crawford & Company,CRD/A
Crawford & Company,CRD/B
Cardiff Oncology Inc. Common Stock,CRDF
Cree Inc. Common Stock,CREE
China Recycling Energy Corporation Common Stock,CREG
Cresud S.A.C.I.F. y A. American Depositary Shares,CRESY
Creative Realities Inc. Common Stock,CREX
Creative Realities Inc. Warrant,CREXW
Cornerstone Total Return Fund Inc. (The) Common Stock,CRF
CRH PLC American Depositary Shares,CRH
Cohn Robbins Holdings Corp. Class A Ordinary Shares,CRHC
Cohn Robbins Holdings Corp. Units each consisting of one Class A ordinary share and one-third of one redeemable warrant,CRHC.U
Cohn Robbins Holdings Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,CRHC.WS
CRH Medical Corporation Common Shares of Beneficial Interest,CRHM
Carter's Inc. Common Stock,CRI
Curis Inc. Common Stock,CRIS
Comstock Resources Inc. Common Stock,CRK
Charles River Laboratories International Inc. Common Stock,CRL
Salesforce.com Inc Common Stock,CRM
CorMedix Inc. Common Stock,CRMD
America's Car-Mart Inc Common Stock,CRMT
Cerence Inc. Common Stock,CRNC
Ceragon Networks Ltd. Ordinary Shares,CRNT
Crinetics Pharmaceuticals Inc. Common Stock,CRNX
Cronos Group Inc. Common Share,CRON
Crocs Inc. Common Stock,CROX
Carpenter Technology Corporation Common Stock,CRS
Crescent Acquisition Corp Class A Common Stock,CRSA
Crescent Acquisition Corp Unit,CRSAU
Crescent Acquisition Corp Warrant,CRSAW
CRISPR Therapeutics AG Common Shares,CRSP
Corsair Gaming Inc. Common Stock,CRSR
Cross Timbers Royalty Trust Common Stock,CRT
Creatd Inc. Common Stock,CRTD
Creatd Inc. Warrant,CRTDW
Criteo S.A. American Depositary Shares,CRTO
Cortexyme Inc. Common Stock,CRTX
Cirrus Logic Inc. Common Stock,CRUS
CorVel Corp. Common Stock,CRVL
Corvus Pharmaceuticals Inc. Common Stock,CRVS
CrowdStrike Holdings Inc. Class A Common Stock,CRWD
Crown Crafts Inc Common Stock,CRWS
CryoLife Inc. Common Stock,CRY
Credit Suisse Group American Depositary Shares,CS
Champions Oncology Inc. Common Stock,CSBR
Cisco Systems Inc. Common Stock,CSCO
Color Star Technology Co. Ltd. Ordinary Shares,CSCW
CoStar Group Inc. Common Stock,CSGP
CSG Systems International Inc. Common Stock,CSGS
Cardiovascular Systems Inc. Common Stock,CSII
Canadian Solar Inc. Common Shares (BC),CSIQ
Carlisle Companies Incorporated Common Stock,CSL
Castlight Health Inc. Class B Common Stock,CSLT
Cornerstone OnDemand Inc. Common Stock,CSOD
CSP Inc. Common Stock,CSPI
Casper Sleep Inc. Common Stock,CSPR
Calamos Strategic Total Return Common Stock,CSQ
Chicken Soup for the Soul Entertainment Inc. Class A Common Stock,CSSE
Chicken Soup for the Soul Entertainment Inc. 9.50% Notes due 2025,CSSEN
Chicken Soup for the Soul Entertainment Inc. 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock,CSSEP
Caesarstone Ltd. Ordinary Shares,CSTE
Castle Biosciences Inc. Common Stock,CSTL
Constellium SE Ordinary Shares (France),CSTM
CapStar Financial Holdings Inc. Common Stock,CSTR
Capital Senior Living Corporation Common Stock,CSU
Carriage Services Inc. Common Stock,CSV
Capital Southwest Corporation Common Stock,CSWC
Capital Southwest Corporation 5.95% Notes due 2022,CSWCL
CSW Industrials Inc. Common Stock,CSWI
CSX Corporation Common Stock,CSX
E.I. du Pont de Nemours and Company,CTA.PRA
E.I. du Pont de Nemours and Company,CTA.PRB
Qwest Corporation 7% Notes due 2056,CTAA
Cerberus Telecom Acquisition Corp.,CTAC
Cerberus Telecom Acquisition Corp. Units each consisting of one Class A ordinary share and one-third of one redeemable warrant,CTAC.U
Cerberus Telecom Acquisition Corp.,CTAC.WS
Carney Technology Acquisition Corp. II Units,CTAQU
Cintas Corporation Common Stock,CTAS
Cooper Tire & Rubber Company Common Stock,CTB
Qwest Corporation 6.5% Notes due 2056,CTBB
Community Trust Bancorp Inc. Common Stock,CTBI
Qwest Corporation 6.75% Notes due 2057,CTDD
CynergisTek Inc. Common Stock,CTEK
Computer Task Group Inc. Common Stock,CTG
Charles & Colvard Ltd Common Stock,CTHR
Yunhong CTI Ltd. Common Stock,CTIB
CTI BioPharma Corp. (DE) Common Stock,CTIC
CooTek (Cayman) Inc. American Depositary Shares each representing 50 Class A Ordinary Shares,CTK
Catalent Inc. Common Stock,CTLT
CytomX Therapeutics Inc. Common Stock,CTMX
CTO Realty Growth Inc. Common Stock ,CTO
ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,CTR
Contura Energy Inc. Common Stock,CTRA
CareTrust REIT Inc. Common Stock,CTRE
Castor Maritime Inc. Common Shares,CTRM
Citi Trends Inc. Common Stock,CTRN
CTS Corporation Common Stock,CTS
Cognizant Technology Solutions Corporation Class A Common Stock,CTSH
Cytosorbents Corporation Common Stock,CTSO
CatchMark Timber Trust Inc. Class A Common Stock,CTT
Corteva Inc. Common Stock ,CTVA
Citius Pharmaceuticals Inc. Common Stock,CTXR
